registro;data;BRL;quartos;banheiros;casa_m²;lote_m²;nº_pavtos;frente_mar;visao;condicao;padrao;subsolo_m²;construcao;reforma;lat;log
2023039160;2015-04-23;2756250.0;4;3;2620;98881;1;0;0;3;7;800;1952;0;47.4662;-122.453
2597520090;2014-06-22;4252500.0;4;3;2810;10613;2;0;0;3;9;0;1989;0;47.5424;-122.141
8100000110;2014-12-26;1266562.5;3;2;1350;7588;1;0;0;3;7;0;1993;0;47.3123;-122.023
5151800015;2014-11-12;1673175.0;4;3;2770;19116;1;0;0;4;8;1170;1961;0;47.3386;-122.319
1726069202;2014-07-18;2205000.0;3;2;1060;38644;1;0;0;3;7;0;1983;0;47.7442;-122.072
3530450100;2014-07-26;1102500.0;2;2;1000;3554;1;0;0;4;8;0;1975;0;47.3811;-122.32
8941800100;2015-04-27;3386250.0;3;4;3870;11000;2;0;2;3;9;900;1991;0;47.5545;-122.354
4178500100;2014-07-23;1483125.0;3;3;1670;7150;2;0;0;4;7;0;1990;0;47.3603;-122.088
1523069086;2014-06-05;2073750.0;3;2;1460;22651;1;0;0;4;7;0;1961;0;47.4861;-122.03
6121000090;2014-06-16;1548750.0;3;2;1770;8235;1;0;0;3;7;740;1960;0;47.4323;-122.328
3342100785;2014-08-26;1233750.0;2;1;820;5100;1;0;0;4;6;0;1954;0;47.5175;-122.205
2473101140;2015-04-28;1653487.5;3;1;1590;8470;1;0;0;4;7;450;1967;0;47.4473;-122.159
2755200110;2014-06-02;4305000.0;3;2;2160;6272;1;0;0;4;8;770;1960;0;47.6777;-122.306
6385000025;2014-10-17;2737612.5;3;2;1290;5700;1;0;0;5;7;0;1950;0;47.5713;-122.397
509000090;2014-10-06;3993937.5;3;3;3190;49137;2;0;0;3;9;0;1988;0;47.6027;-122.043
5358300100;2014-06-19;1817287.5;3;2;2140;7200;1;0;0;4;8;660;1966;0;47.5084;-122.185
2473371780;2014-09-24;1889737.5;5;3;2450;9432;2;0;0;3;8;0;1973;0;47.4519;-122.13
8691360490;2015-04-24;5040000.0;4;4;4610;11676;2;0;0;3;10;0;2000;0;47.6011;-121.983
9175600025;2014-10-07;4200000.0;7;7;7480;41664;2;0;2;3;11;2400;1953;0;47.4643;-122.368
7605800090;2015-01-08;5302500.0;3;3;2860;5805;2;0;0;3;9;0;1999;0;47.6218;-122.16
7334500090;2015-01-20;1522500.0;3;2;1810;11456;1;0;0;3;7;0;1970;0;47.4648;-121.756
2946000590;2014-12-23;1449000.0;3;2;1820;8750;1;0;0;4;7;620;1958;0;47.4213;-122.322
7129302235;2015-01-22;1706250.0;3;2;2080;6554;1;0;0;3;7;1040;1950;0;47.5135;-122.257
685000115;2014-10-07;11287500.0;8;6;4340;9415;2;0;0;3;8;0;1967;0;47.6316;-122.202
7173700518;2014-07-21;3622500.0;3;2;2540;9520;1;0;0;3;8;1040;1959;0;47.6834;-122.306
3277801450;2015-04-15;2047500.0;4;1;1140;6250;2;0;0;3;6;0;1958;0;47.5433;-122.375
1862400518;2015-03-04;2021250.0;3;2;1320;1297;3;0;0;3;7;0;1995;0;47.6959;-122.376
8078350090;2015-03-31;3249750.0;3;3;2040;7503;2;0;0;3;8;0;1987;0;47.5718;-122.021
1423089118;2015-03-25;2593500.0;4;3;1790;42000;1;0;0;3;7;620;1983;0;47.4819;-121.744
7980900011;2015-04-27;2165362.5;3;2;1910;13505;1;0;0;3;8;0;1955;0;47.7114;-122.23
322059097;2014-11-05;1416975.0;3;2;1420;22100;1;0;0;5;7;0;1957;0;47.4193;-122.149
4167300300;2014-08-13;1627500.0;4;2;1880;12150;1;0;0;3;7;600;1976;0;47.3272;-122.363
8078490090;2015-05-08;1286250.0;3;2;1670;11452;1;0;2;3;8;0;1992;0;47.1913;-122.015
1736100090;2014-12-14;1784412.0;3;1;1040;7490;1;0;0;3;7;0;1969;0;47.7137;-122.213
3876200100;2014-07-10;2304750.0;4;2;1560;7500;1;0;0;4;7;0;1968;0;47.7281;-122.181
4022906430;2014-06-30;2940000.0;3;3;2070;15002;2;0;0;3;8;0;1955;2013;47.7635;-122.274
1839910300;2015-01-06;1574737.5;3;1;1030;9916;1;0;0;4;7;0;1972;0;47.7218;-122.176
4036800015;2014-10-01;2441250.0;4;2;1730;11700;1;0;0;3;7;850;1956;0;47.6031;-122.13
8965500900;2015-02-13;3806250.0;3;3;2090;9847;2;0;2;3;9;0;1983;0;47.5651;-122.114
3751603173;2014-06-04;1115625.0;3;1;920;14400;1;0;0;4;7;0;1977;0;47.2816;-122.269
3423059140;2014-09-10;2761500.0;4;3;2970;54450;2;0;0;3;8;0;1983;1998;47.4338;-122.146
114101055;2014-12-23;2010750.0;3;3;1720;10031;2;0;0;3;8;0;1993;0;47.7688;-122.238
2475200590;2015-04-21;1281000.0;3;2;1460;4692;1;0;0;3;7;0;1988;0;47.472;-122.192
7226500100;2015-02-19;1958250.0;8;3;2850;12714;1;0;0;3;7;0;1959;0;47.4859;-122.205
3580900090;2014-09-02;1575000.0;3;2;1310;9855;1;0;0;3;7;0;1962;0;47.7296;-122.241
1872900076;2014-06-20;5139750.0;3;2;1700;14133;1;0;1;4;8;0;1954;0;47.6166;-122.22
1221059112;2014-11-16;1705662.0;4;2;2160;28750;2;0;0;4;8;0;1978;0;47.3212;-122.118
1049010300;2015-04-27;2283750.0;4;2;1650;4745;1;0;0;3;7;520;1972;0;47.7359;-122.18
6802210090;2014-08-22;1323000.0;3;3;1570;8410;1;0;0;3;7;390;1991;0;47.1942;-121.99
726049232;2014-06-23;1837500.0;3;2;1660;10150;2;0;0;3;7;0;1957;0;47.7512;-122.342
3262300940;2014-11-07;4593750.0;3;1;1220;8119;1;0;0;4;7;0;1955;0;47.6328;-122.236
3262300940;2015-02-10;4935000.0;3;1;1220;8119;1;0;0;4;7;0;1955;0;47.6328;-122.236
1214700090;2014-08-19;1470000.0;3;2;1780;11342;1;0;0;3;7;0;1964;0;47.4617;-122.327
3751601501;2014-07-16;2007862.5;3;3;2220;20531;2;0;0;3;8;0;1998;0;47.2864;-122.264
1156000100;2014-12-24;1295175.0;3;2;1610;13309;1;0;0;4;7;0;1967;0;47.3398;-122.133
3972900735;2014-08-14;1155000.0;3;2;1070;9331;1;0;0;3;6;0;1956;0;47.7633;-122.313
3031200165;2014-06-11;1378125.0;3;2;1160;8906;1;0;0;3;7;0;1962;0;47.5362;-122.29
7230000265;2014-06-17;2622375.0;3;3;2970;21907;2;0;0;3;9;0;1998;2006;47.4741;-122.099
3585900090;2015-04-15;4921875.0;4;3;3130;21100;1;0;4;3;9;600;1956;0;47.7598;-122.372
424069233;2014-05-31;3465000.0;3;3;2675;40910;2;0;0;3;8;0;1984;0;47.5916;-122.055
3830630090;2015-04-17;1391250.0;3;2;1340;6783;1;0;0;4;7;0;1987;0;47.3504;-122.177
1898310110;2014-12-02;1470000.0;3;3;1800;8697;2;0;0;3;8;0;1987;0;47.3115;-122.4
3407700047;2014-10-29;5538750.0;3;4;2990;189852;2;0;0;4;10;0;1974;0;47.746;-122.138
9542100165;2014-11-07;4593750.0;4;3;3720;14125;1;0;0;4;9;1790;1960;0;47.5911;-122.177
7140800100;2014-10-14;656250.0;3;1;920;7276;1;0;0;4;6;0;1961;0;47.285;-122.211
9262800057;2015-02-03;1417237.5;4;1;1440;9600;1;0;0;2;7;0;1964;0;47.3168;-122.264
1159100100;2014-06-20;1889737.5;3;3;1940;11612;1;0;0;4;8;840;1981;0;47.5018;-122.23
7230900100;2014-12-15;2189250.0;3;2;1590;11454;1;0;0;4;8;0;1979;0;47.5049;-122.186
7701450110;2014-08-15;5449500.0;4;3;3770;10893;2;0;2;3;11;0;1997;0;47.5646;-122.129
1725059209;2014-09-29;3664500.0;6;3;2680;11250;1;0;0;5;7;1340;1967;0;47.6553;-122.19
1387300940;2015-04-29;2315250.0;3;2;1540;7200;1;0;0;3;7;0;1968;0;47.7357;-122.195
8562700090;2014-11-11;2428650.0;3;2;1430;11761;1;0;0;4;8;0;1964;0;47.6686;-122.157
514500090;2014-05-13;2887500.0;4;2;2250;7500;1;0;0;5;7;1050;1956;0;47.5877;-122.157
2475900855;2014-08-27;1785000.0;3;2;1540;10400;1;0;0;3;6;0;1977;0;47.5651;-121.89
8669400100;2014-08-05;4777500.0;4;3;4190;38912;1;0;0;4;9;2150;1965;0;47.6472;-122.157
3824100051;2015-04-07;2126250.0;4;2;1690;8392;1;0;0;3;7;500;1979;0;47.773;-122.256
9522350090;2014-11-06;3333750.0;4;3;2410;7069;2;0;0;3;9;0;1993;0;47.7094;-122.234
7148000315;2015-02-11;1233750.0;4;2;1720;10137;2;0;0;3;7;0;1956;0;47.4424;-122.276
2180001080;2014-08-19;1456875.0;3;2;1260;22100;2;0;0;4;7;0;1981;0;47.2772;-122.354
1328330590;2015-04-20;1819125.0;5;3;2020;8250;1;0;0;4;8;590;1978;0;47.4432;-122.135
34001304;2015-04-10;2520000.0;5;3;2240;5500;1;0;0;3;7;750;1959;0;47.5305;-122.391
1558500100;2014-09-16;1890000.0;4;3;1930;6508;2;0;0;3;8;0;1996;0;47.7458;-121.977
2887950110;2014-11-06;1286250.0;3;3;1820;6785;1;0;0;3;7;400;1994;0;47.3201;-122.177
6852700412;2014-09-19;3281250.0;3;4;1560;1490;2;0;0;3;8;320;1995;0;47.6248;-122.319
9516500100;2015-04-18;2756250.0;3;2;1600;9579;1;0;0;3;8;420;1977;0;47.7662;-122.159
203400090;2014-07-29;3885000.0;4;4;3760;57063;2;0;0;3;9;810;1998;0;47.6328;-121.964
4036800805;2014-05-13;2745750.0;3;2;1240;7735;1;0;0;4;7;0;1957;0;47.601;-122.122
7278700100;2015-01-21;3281250.0;4;3;2740;9599;1;0;2;3;8;920;1961;0;47.7728;-122.385
396100025;2014-08-07;1784994.75;4;2;1740;6369;1;0;0;5;6;870;1954;0;47.7461;-122.332
8731901810;2015-03-09;1365000.0;4;2;1960;8400;1;0;0;4;8;0;1967;0;47.3111;-122.379
7977201707;2014-05-23;2761500.0;3;2;1680;3420;1;0;0;3;7;720;1992;0;47.6854;-122.291
7399300850;2014-10-03;1522500.0;3;3;1500;7482;1;0;0;4;7;290;1968;0;47.4619;-122.187
9523104345;2014-12-18;4331250.0;5;3;4080;7500;2;0;2;4;8;1360;1961;0;47.6722;-122.349
6139100056;2014-10-23;1989487.5;4;2;1820;8400;1;0;0;5;7;520;1956;0;47.7615;-122.329
808300090;2015-01-16;2283750.0;4;3;2650;9065;2;0;0;3;7;0;2000;0;47.7258;-121.959
1402650110;2014-05-18;2178750.0;3;3;2480;8342;2;0;0;3;8;0;1986;0;47.4381;-122.134
7985000100;2014-10-21;1165500.0;3;2;1240;7560;1;0;0;3;8;170;1967;0;47.333;-122.3
1796350690;2014-08-20;1286250.0;3;2;1390;8250;1;0;0;3;7;0;1987;0;47.3707;-122.094
7504110110;2015-03-25;3780000.0;3;3;2880;10126;2;0;0;4;10;0;1985;0;47.6319;-122.037
4324500490;2014-12-23;1128750.0;3;1;1060;9954;1;0;0;4;7;0;1960;0;47.3801;-122.289
9137101353;2014-09-19;2567250.0;3;2;1510;3000;1;0;0;4;7;600;1972;0;47.6804;-122.319
4055700778;2014-11-14;2745750.0;4;3;3180;20870;2;0;0;3;8;1060;1967;0;47.7176;-122.241
438000025;2014-05-13;3297000.0;4;2;2260;6000;1;0;0;3;8;830;1958;0;47.6876;-122.298
2474400300;2015-05-06;1680000.0;4;3;1920;7277;2;0;0;4;8;0;1990;0;47.4058;-122.192
87000283;2014-11-18;1889737.5;3;3;1980;7800;2;0;0;3;8;0;1999;0;47.4492;-122.199
2946001645;2014-05-05;1218000.0;2;1;1200;8063;1;0;0;4;6;0;1958;0;47.4204;-122.324
9294300495;2014-11-14;4252500.0;4;3;2020;5600;1;0;2;4;8;810;1961;0;47.6821;-122.267
3876540600;2015-05-07;1433250.0;3;3;1930;8192;1;0;0;3;7;460;1984;0;47.2624;-122.299
4122500100;2015-02-11;6252750.0;5;3;2710;14989;1;0;0;3;8;990;1959;0;47.6411;-122.207
7221400495;2014-07-17;2100000.0;3;2;2110;19600;1;0;0;4;8;0;1959;0;47.4742;-122.198
2349300090;2014-05-16;1785000.0;3;1;1250;4800;1;0;0;4;7;0;1951;0;47.5517;-122.381
3856904580;2014-11-25;4147500.0;3;2;2050;4080;2;0;0;3;8;0;1991;0;47.6698;-122.325
395300100;2014-05-14;2568300.0;3;3;1850;9600;2;0;0;5;7;0;1965;0;47.7259;-122.226
2473510090;2014-07-29;1790250.0;3;3;1750;8900;2;0;0;4;8;0;1977;0;47.4451;-122.136
2303900090;2014-07-29;15122625.0;4;3;5760;32033;2;0;4;4;12;1370;1994;0;47.7288;-122.37
6713700025;2014-05-15;1575000.0;3;1;1220;13000;1;0;0;4;7;0;1955;0;47.7608;-122.353
3626039403;2014-09-22;1890000.0;3;2;1340;1110;2;0;0;3;7;300;1999;0;47.698;-122.366
8562500690;2014-05-13;3050250.0;4;2;2090;8164;1;0;0;4;8;1020;1963;0;47.6715;-122.155
3834500195;2014-07-07;2766750.0;6;4;3000;8401;1;0;0;3;8;1500;1979;0;47.7226;-122.299
2207100405;2015-05-06;2220750.0;4;2;1730;7245;1;0;0;4;7;850;1955;0;47.5995;-122.144
7905200386;2014-07-29;2152500.0;3;1;1020;6903;1;0;0;3;7;0;1951;0;47.571;-122.392
8680500090;2015-03-16;3181500.0;3;3;2200;6005;2;0;0;3;9;0;1997;0;47.7408;-122.169
3424089119;2015-05-01;3433500.0;3;3;3240;60840;2;0;0;3;7;0;1997;0;47.5192;-121.764
1437500015;2014-07-09;787500.0;3;1;490;38500;2;0;0;4;5;0;1959;0;47.7112;-121.315
8561200110;2014-05-21;2690625.0;3;3;1900;7604;2;0;0;3;8;0;1990;0;47.7002;-122.188
4442800008;2014-09-26;1937250.0;3;2;1340;1480;3;0;0;3;8;0;1997;0;47.6904;-122.393
7334501130;2014-12-01;1338750.0;3;2;930;11475;1;0;0;3;7;0;1978;0;47.4644;-121.745
2597500090;2014-08-08;1417500.0;5;3;2630;8470;2;0;0;4;8;0;1968;0;47.2863;-122.196
8665050490;2014-09-24;2523570.0;3;3;1730;4924;2;0;0;3;8;0;1996;0;47.5672;-122.005
1736800740;2015-03-03;2756250.0;4;2;2120;7725;1;0;0;3;8;900;1965;0;47.6003;-122.144
2323059184;2014-12-30;1601250.0;4;2;1800;13551;1;0;0;4;7;0;1974;0;47.4721;-122.128
7349650490;2015-05-07;1496250.0;3;2;1600;7500;1;0;0;3;7;0;1998;0;47.2831;-122.199
274100090;2015-01-08;1729875.0;5;2;3290;8000;1;0;0;3;7;1500;1968;0;47.3733;-122.214
3342104046;2014-07-08;8242500.0;4;3;2890;18226;3;1;4;3;10;0;1984;0;47.5169;-122.209
7893801862;2014-08-11;1991115.0;3;3;1730;7202;1;0;0;3;7;400;1991;0;47.4099;-122.329
7852060490;2014-07-09;1869000.0;3;3;1590;3411;2;0;0;3;7;0;2000;0;47.5303;-121.878
7923300115;2014-12-01;3002475.0;4;2;1710;8947;1;0;0;4;7;0;1956;0;47.5947;-122.135
2868300115;2014-08-21;1425375.0;3;2;1995;18360;2;0;0;3;7;0;1957;0;47.4129;-122.322
9477001270;2015-03-16;2047500.0;3;2;1300;10030;1;0;0;4;7;0;1967;0;47.7359;-122.192
522069119;2015-05-12;2887500.0;3;3;2720;62310;1;0;0;3;8;680;1985;0;47.4168;-122.074
2025049175;2015-01-05;3963750.0;2;3;1360;2070;2;0;0;3;8;0;1999;0;47.6423;-122.329
2771604226;2014-11-18;2674875.0;2;3;1590;1485;2;0;0;3;8;290;1994;0;47.6375;-122.387
1024069162;2015-04-16;2950500.0;3;2;3250;50529;2;0;0;4;8;0;1978;0;47.5849;-122.016
5452800735;2014-07-22;4095000.0;4;3;2270;13449;1;0;0;4;9;960;1975;0;47.5416;-122.232
6071800100;2015-03-27;4278750.0;6;3;2860;17853;1;0;0;3;8;1430;1962;2015;47.546;-122.175
4003000110;2014-10-29;4541250.0;4;3;2710;4069;3;0;0;4;10;0;1990;0;47.604;-122.288
925059198;2014-08-28;2698500.0;3;2;1770;7200;1;0;0;4;7;0;1967;0;47.6642;-122.173
6072700110;2014-05-20;3228750.0;4;3;2820;13193;1;0;0;3;8;960;1965;0;47.5579;-122.174
1926069143;2014-10-16;4541250.0;4;4;3400;99170;1;0;0;4;8;1400;1980;0;47.7293;-122.099
6163900301;2015-04-27;2231250.0;4;1;1480;8321;1;0;0;3;7;400;1953;0;47.7629;-122.318
7202430110;2014-06-25;3806250.0;3;3;2610;7510;2;0;0;3;9;0;1996;0;47.6648;-122.137
6667400090;2015-05-01;4436250.0;4;4;2880;35315;1;0;0;3;11;610;1982;0;47.6587;-122.163
6802200100;2015-01-15;1427475.0;3;2;1450;8771;2;0;0;4;7;0;1991;0;47.1947;-121.989
913000315;2014-06-05;6825000.0;6;5;3902;3880;3;0;4;4;9;1120;1977;0;47.5837;-122.399
8732030490;2014-12-22;1372875.0;4;3;2460;7800;1;0;0;3;8;960;1977;0;47.3081;-122.384
1524079156;2014-06-10;2283750.0;5;3;1970;15247;1;0;0;3;7;520;1986;0;47.5669;-121.905
6450301690;2014-10-03;1102500.0;3;1;1000;5454;1;0;0;3;7;0;1954;0;47.7339;-122.337
8857600820;2014-05-08;1365000.0;4;2;2130;8800;1;0;0;3;7;1030;1962;0;47.383;-122.288
5152100110;2015-04-22;2782500.0;4;2;2150;14161;1;0;2;3;8;820;1966;0;47.3376;-122.323
3298600850;2014-12-16;1233750.0;3;2;1370;14030;1;0;0;4;8;0;1977;0;47.2969;-122.163
8887001140;2014-07-23;2950500.0;3;3;3290;80471;2;0;2;4;8;960;1975;0;47.504;-122.464
2621069066;2015-04-27;3071250.0;3;2;3190;207346;2;0;0;3;9;0;1994;0;47.2737;-122.015
251620090;2014-05-30;12600000.0;4;4;4140;20734;1;0;1;3;10;840;1977;2005;47.6344;-122.215
3546000090;2015-02-24;1047375.0;3;2;1690;8901;1;0;0;3;7;0;1986;0;47.3546;-122.176
3579800485;2015-02-18;2073225.0;3;1;1430;13370;1;0;0;3;7;0;1962;0;47.7317;-122.241
1796370930;2014-07-10;1365000.0;3;3;1490;8102;2;0;0;4;7;0;1990;0;47.3712;-122.092
3864000090;2015-02-19;4504500.0;5;3;3620;12778;1;0;2;5;8;1720;1964;0;47.5512;-122.191
8651100110;2014-12-09;6693750.0;4;3;2720;16454;1;0;1;5;9;850;1963;0;47.5489;-122.216
8731730590;2015-05-13;1271287.5;4;2;1490;8544;1;0;0;4;7;0;1970;0;47.3894;-122.166
1761100300;2014-10-30;1155000.0;3;2;1230;7200;1;0;0;3;7;0;1986;0;47.2881;-122.363
9542800820;2015-04-30;1233750.0;3;2;1900;7980;1;0;0;4;7;560;1977;0;47.305;-122.373
2644900110;2014-10-21;1942500.0;3;2;1530;10300;1;0;0;4;7;0;1978;0;47.7767;-122.356
1626069198;2014-10-03;2362500.0;3;2;2290;44866;1;0;0;3;8;900;1981;0;47.7398;-122.041
5101408593;2014-07-11;2808487.5;5;2;2240;6337;1;0;0;3;8;960;1956;0;47.7046;-122.316
3308030100;2014-09-25;2441250.0;4;3;3050;32450;1;0;0;4;8;1500;1983;0;47.3626;-122.209
1330280100;2014-08-01;934500.0;3;1;1100;5734;1;0;0;4;7;0;1955;0;47.3632;-122.174
2212200090;2015-02-09;1128750.0;3;1;1610;7140;1;0;0;3;7;530;1976;0;47.3943;-122.189
9264921140;2015-03-12;1575000.0;3;3;1910;15508;1;0;0;3;8;700;1984;0;47.3128;-122.345
8902000068;2014-05-15;2257500.0;3;2;1510;7066;1;0;2;3;7;280;1973;0;47.7053;-122.303
7338000850;2014-07-31;960750.0;3;2;1280;4366;2;0;0;4;6;0;1985;0;47.335;-122.215
4239400740;2014-07-16;1012987.5;3;1;1170;3330;2;0;0;4;6;0;1969;0;47.3155;-122.182
3157600615;2014-07-08;1714125.0;3;1;1060;7920;1;0;0;4;7;0;1968;0;47.5649;-122.358
1235700042;2014-05-28;2819250.0;3;3;1550;12920;2;0;0;5;7;0;1999;0;47.6973;-122.194
7781600025;2014-10-23;6063750.0;3;3;2490;24691;1;1;4;4;9;910;1961;0;47.488;-122.364
7116500705;2015-01-29;819000.0;2;1;920;5889;1;0;0;4;6;0;1950;0;47.3012;-122.218
2122059160;2015-04-27;1302000.0;5;2;2190;16788;1;0;2;3;8;810;1978;0;47.3764;-122.176
2421069039;2015-02-09;1785000.0;3;2;1340;196020;1;0;0;4;7;0;1987;0;47.2931;-121.992
5452800495;2015-04-22;4720275.0;5;3;2410;15300;1;0;0;4;8;1010;1975;0;47.5416;-122.231
4024100961;2014-07-28;1821487.5;3;2;1830;10954;1;0;0;3;7;0;1963;0;47.7554;-122.306
9540100025;2014-07-31;1706250.0;3;1;1410;8250;1;0;0;3;7;0;1954;0;47.7621;-122.36
2473410740;2014-10-27;1653750.0;3;2;1460;7884;1;0;0;3;8;0;1975;0;47.4457;-122.128
239000115;2015-04-08;2808750.0;2;2;2330;7280;1;0;0;3;7;880;1982;0;47.4282;-122.28
5249803885;2014-12-15;2257500.0;3;1;1740;4800;1;0;0;3;8;0;1952;0;47.5596;-122.27
7639900025;2014-06-28;5643750.0;4;5;3500;8750;1;0;4;5;9;1360;1951;0;47.7222;-122.367
2822059262;2014-12-01;1312500.0;3;1;1060;52272;1;0;0;3;7;0;1960;0;47.36;-122.178
565300110;2014-12-16;2270625.0;3;3;2390;6435;1;0;0;3;8;790;1978;0;47.726;-122.194
1887000100;2014-08-14;2546250.0;5;2;2460;14100;1;0;0;3;7;1080;1972;0;47.7452;-122.224
8731990090;2014-08-20;2940000.0;4;3;2930;22000;1;0;3;4;9;1350;1978;0;47.3227;-122.384
3432500705;2014-10-21;2152500.0;4;3;2200;8292;2;0;0;3;7;0;1990;0;47.7456;-122.315
1015500300;2014-05-15;2388750.0;3;3;1870;7344;1;0;0;3;8;400;1980;0;47.7265;-122.206
3972300100;2014-12-29;2412375.0;4;3;2060;8968;1;0;0;4;7;870;1975;0;47.7686;-122.317
3876300600;2014-12-12;1947750.0;4;2;1610;11305;1;0;0;3;7;0;1968;0;47.727;-122.176
3343901340;2014-08-04;1732500.0;3;2;1460;9261;1;0;0;3;7;0;1985;0;47.5155;-122.189
4037800015;2015-01-23;2520000.0;5;2;2590;8610;1;0;0;4;7;1250;1958;0;47.6112;-122.126
1626079066;2014-08-06;1522500.0;2;1;1120;217800;1;0;0;3;6;0;1976;0;47.7378;-121.912
7738500475;2014-12-12;2546250.0;4;4;2820;6611;1;0;0;3;7;1410;1958;0;47.7473;-122.285
2620069113;2014-09-02;1995000.0;3;3;1600;39848;1;0;3;4;8;0;1958;0;47.1991;-122.013
3760500336;2014-11-26;11156250.0;4;3;3190;19513;2;0;4;4;10;0;1982;0;47.6991;-122.235
9407000600;2014-09-16;1270500.0;3;1;970;9600;1;0;0;3;7;0;1972;0;47.4451;-121.768
9353300600;2014-06-24;1829625.0;3;2;1360;10726;1;0;0;4;7;0;1966;0;47.4948;-122.134
9353300600;2015-03-26;1942500.0;3;2;1360;10726;1;0;0;4;7;0;1966;0;47.4948;-122.134
993000090;2015-04-14;3948000.0;6;4;3810;6663;2;0;0;4;8;0;1977;0;47.6938;-122.34
1796361140;2014-10-31;1207500.0;3;2;1340;8250;1;0;0;3;7;240;1985;0;47.3668;-122.09
2822049160;2015-04-17;1262178.75;3;2;1120;10187;1;0;0;3;7;0;1968;0;47.3694;-122.311
9485750110;2014-09-18;1921500.0;3;2;1680;6108;1;0;0;3;8;0;1989;0;47.4501;-122.208
3364900375;2015-04-23;3937500.0;2;1;1620;6120;1;0;0;3;7;0;1951;0;47.6731;-122.326
3876100940;2015-04-27;3150000.0;4;2;3050;9440;1;0;0;3;8;1250;1966;0;47.7228;-122.183
1221079058;2014-08-27;2283750.0;2;1;1120;88327;2;0;0;4;6;0;1972;0;47.3205;-121.867
5422560930;2015-03-16;2378250.0;3;3;1750;3900;2;0;0;3;8;0;1977;0;47.6638;-122.129
824059211;2014-11-17;4200000.0;4;2;2150;9148;1;0;0;4;7;0;1955;0;47.5828;-122.197
3574801500;2014-09-26;2572500.0;4;3;3000;8645;2;0;0;3;8;0;1985;0;47.7315;-122.224
9477001140;2014-07-10;2624737.5;4;2;1520;7700;1;0;0;4;7;0;1967;0;47.7356;-122.191
3384300100;2014-12-26;840703.5;3;2;1190;10116;1;0;0;3;7;0;1968;0;47.385;-122.085
6123600100;2014-12-15;1002750.0;3;1;990;8255;1;0;0;3;7;0;1953;0;47.425;-122.331
1311300100;2015-01-15;1160250.0;3;1;1250;7280;1;0;0;3;7;0;1965;0;47.3414;-122.286
3812400854;2014-10-28;1852200.0;4;2;2080;6360;1;0;0;3;7;750;1960;0;47.5392;-122.278
1326069188;2015-05-11;1837500.0;3;3;1640;10424;2;0;0;3;7;0;1988;0;47.7345;-121.977
321059059;2014-05-19;1889737.5;3;1;1290;189486;1;0;0;4;7;0;1960;0;47.3356;-122.157
5422560900;2014-08-07;2362500.0;3;3;1960;6500;2;0;0;4;8;0;1977;0;47.6642;-122.129
2423029245;2014-06-17;2887500.0;3;2;2240;78225;2;0;0;5;8;0;1976;0;47.4638;-122.484
8651600110;2015-04-21;4929750.0;4;3;2240;9684;2;0;0;4;9;0;1970;0;47.5489;-122.225
9237800100;2015-02-04;3045000.0;3;3;1640;8625;1;0;0;3;8;320;1987;0;47.6772;-122.153
2724089019;2014-05-23;2769637.5;1;1;820;59677;1;0;0;3;5;0;1999;0;47.5316;-121.764
7211402305;2015-04-15;1260000.0;3;2;1780;5000;2;0;0;3;6;700;1957;0;47.5105;-122.36
1221059176;2015-03-11;1853250.0;4;3;2200;268329;1;0;0;3;7;790;1989;0;47.3224;-122.122
3821000100;2015-03-20;1312237.5;4;2;1620;10530;1;0;0;3;7;0;1968;0;47.3808;-122.211
524069019;2014-11-20;6037500.0;4;4;4400;262666;2;0;0;3;11;0;1988;0;47.5927;-122.064
1492800296;2014-07-03;3018750.0;3;2;1530;6743;1;0;0;3;7;120;1955;0;47.5745;-122.396
7855900110;2014-07-18;5716672.5;4;3;3460;11350;1;0;4;4;9;1680;1974;0;47.568;-122.153
2123049175;2014-12-10;1233750.0;3;2;1980;11214;1;0;0;3;7;0;1959;0;47.4696;-122.298
6046401105;2015-04-23;2362500.0;2;2;1450;2550;1;0;0;3;7;630;1984;0;47.6911;-122.348
3505100756;2014-11-06;10762500.0;4;3;4280;18834;1;0;4;5;11;2100;1971;0;47.5811;-122.4
5468730110;2014-05-08;1417500.0;4;3;1810;6509;2;0;0;3;7;0;1994;0;47.3531;-122.143
5154200015;2015-04-14;8951250.0;3;3;2490;27702;2;1;4;3;10;0;2000;0;47.5596;-122.403
7574910490;2014-11-14;4538625.0;4;3;3520;35991;2;0;0;4;10;0;1992;0;47.7437;-122.035
868001030;2014-09-15;6037500.0;4;3;3740;18000;1;0;0;4;9;1870;1951;0;47.7027;-122.378
8108600464;2014-05-15;1758750.0;3;3;2150;30476;2;0;0;3;7;0;1991;0;47.4605;-122.277
3295610490;2015-05-04;4782750.0;4;4;3526;15958;2;0;0;3;10;0;1997;0;47.567;-122.033
5013500110;2014-11-12;2231250.0;2;1;1070;6625;1;0;0;3;7;240;1950;0;47.5736;-122.393
2725069085;2014-12-08;4536000.0;4;3;3190;49658;2;0;0;3;10;0;1999;0;47.6216;-122.015
1471701780;2014-08-14;1968487.5;4;2;1970;14490;2;0;0;4;7;0;1963;0;47.4612;-122.069
9835800750;2014-12-03;1296750.0;3;3;1640;7630;1;0;0;4;8;460;1968;0;47.3739;-122.29
8835900015;2014-12-12;2493750.0;3;1;1600;7161;1;0;0;3;8;0;1953;0;47.5507;-122.261
